epoch,class_accuracy,class_loss,loss,ordinal_accuracy,ordinal_loss,val_class_accuracy,val_class_loss,val_loss,val_ordinal_accuracy,val_ordinal_loss
22,1.0,6.87774581820122e-06,0.0007713209488429129,0.0,0.0007678820984438062,0.800000011920929,0.21097934246063232,2.481154203414917,0.0,2.375664472579956
23,1.0,3.2982069342324394e-07,0.00036368367727845907,0.0,0.0003635187749750912,0.800000011920929,0.20537063479423523,2.3812358379364014,0.0,2.278550624847412
24,1.0,2.248257715109503e-06,0.0004465406236704439,0.0,0.00044541648821905255,0.800000011920929,0.19993796944618225,2.2883944511413574,0.0,2.1884255409240723
25,1.0,0.0002023349079536274,0.00025136733893305063,0.0,0.00015019989223219454,0.800000011920929,0.1946539431810379,2.201566696166992,0.0,2.1042397022247314
26,1.0,0.0001392746635247022,0.0004930580034852028,0.0,0.0004234206862747669,0.800000011920929,0.18966010212898254,2.121133804321289,0.0,2.026303768157959
27,1.0,7.451775445588282e-07,0.0003279559314250946,0.0,0.0003275833441875875,0.800000011920929,0.18494804203510284,2.0477914810180664,0.0,1.955317497253418
28,1.0,0.0014275088906288147,0.0007528560236096382,0.0,3.910158920916729e-05,0.800000011920929,0.18016637861728668,1.9801887273788452,0.0,1.8901054859161377
29,1.0,0.0004071117436978966,0.0003051462408620864,0.0,0.00010159036901313812,0.800000011920929,0.17562898993492126,1.9189571142196655,0.0,1.8311426639556885
30,1.0,5.517733825399773e-07,4.164220445090905e-05,0.0,4.136631832807325e-05,0.800000011920929,0.17165210843086243,1.866299033164978,0.0,1.7804731130599976
31,1.0,0.00015266207628883421,0.000225007112021558,0.0,0.00014867607387714088,0.800000011920929,0.1680029183626175,1.8194668292999268,0.0,1.7354652881622314
32,1.0,8.541014722140972e-07,4.876815728493966e-05,0.0,4.834110586671159e-05,0.800000011920929,0.16468068957328796,1.7776339054107666,0.0,1.6952934265136719
33,1.0,0.00022607299615629017,0.00013337400741875172,0.0,2.033751479757484e-05,0.800000011920929,0.16160349547863007,1.7406253814697266,0.0,1.6598236560821533
34,1.0,7.051024795146077e-07,3.1455008866032586e-05,0.0,3.1102455977816135e-05,0.800000011920929,0.1588079035282135,1.7076724767684937,0.0,1.6282685995101929
35,1.0,0.005750305484980345,0.002927153604105115,0.0,5.200091254664585e-05,0.800000011920929,0.15573841333389282,1.6806871891021729,0.0,1.6028178930282593
36,1.0,5.66599646845134e-06,1.589840576343704e-05,0.0,1.3065407983958721e-05,0.800000011920929,0.15288975834846497,1.655421257019043,0.0,1.5789763927459717
37,1.0,1.7636236293583352e-07,8.64934700075537e-05,0.0,8.64052854012698e-05,0.800000011920929,0.15029700100421906,1.6322256326675415,0.0,1.557077169418335
38,1.0,5.389954935708374e-07,3.21344705298543e-05,0.0,3.186497269780375e-05,0.800000011920929,0.14792737364768982,1.6107978820800781,0.0,1.5368342399597168
39,1.0,6.533736218727881e-09,1.3068804037175141e-05,0.0,1.3065537132206373e-05,0.800000011920929,0.14577420055866241,1.5913670063018799,0.0,1.5184799432754517
40,1.0,1.8043913030396652e-07,8.375047036679462e-05,0.0,8.366024849237874e-05,0.800000011920929,0.14382779598236084,1.5737905502319336,0.0,1.501876711845398
41,1.0,4.4532981746669975e-09,5.557394615607336e-06,0.0,5.555168172577396e-06,0.800000011920929,0.14205250144004822,1.557754397392273,0.0,1.4867281913757324
42,1.0,1.59376156716462e-07,1.5481671653105877e-05,0.0,1.5401983546325937e-05,0.800000011920929,0.14042627811431885,1.5429539680480957,0.0,1.472740888595581
43,1.0,6.26761931243891e-09,5.652429535984993e-05,0.0,5.6521163060097024e-05,0.800000011920929,0.13892602920532227,1.5291694402694702,0.0,1.459706425666809
44,1.0,9.020811653215333e-09,1.0971813026117161e-05,0.0,1.0967302841891069e-05,0.800000011920929,0.13754494488239288,1.516458511352539,0.0,1.4476860761642456
45,1.0,1.778119553819124e-07,1.1688132872222923e-05,0.0,1.1599227036640514e-05,0.800000011920929,0.13627412915229797,1.5047389268875122,0.0,1.4366018772125244
46,1.0,2.576743818316629e-10,3.029265826626215e-05,0.0,3.0292527299025096e-05,0.800000011920929,0.1350913941860199,1.4937630891799927,0.0,1.4262174367904663
47,1.0,2.9010220714553725e-07,1.2340276953182183e-05,0.0,1.219522710016463e-05,0.800000011920929,0.13398906588554382,1.483515977859497,0.0,1.416521430015564
48,1.0,1.2033041230097297e-08,3.677666882140329e-06,0.0,3.671650574688101e-06,0.800000011920929,0.13296149671077728,1.4739059209823608,0.0,1.4074251651763916
49,1.0,2.186550673854981e-08,1.4280389223131351e-05,0.0,1.426945709681604e-05,0.800000011920929,0.13200965523719788,1.46499764919281,0.0,1.3989927768707275
50,1.0,4.49806805136177e-07,1.1299509424134158e-05,0.0,1.107460593630094e-05,0.800000011920929,0.13112595677375793,1.4567245244979858,0.0,1.391161561012268
51,1.0,3.22585569367817e-10,2.2972166334511712e-05,0.0,2.2972004444454797e-05,0.800000011920929,0.1303146928548813,1.449022889137268,0.0,1.3838655948638916
52,1.0,1.978286146009367e-10,4.0129107219399884e-05,0.0,4.012900899397209e-05,0.800000011920929,0.12957866489887238,1.4420387744903564,0.0,1.3772494792938232
53,1.0,8.01973418229629e-11,2.6822517611435615e-06,0.0,2.6822117433766834e-06,0.800000011920929,0.12891730666160583,1.43574059009552,0.0,1.3712819814682007
54,1.0,1.3412383736977063e-07,1.018800503516104e-05,0.0,1.0120943443325814e-05,0.800000011920929,0.12831124663352966,1.4299509525299072,0.0,1.365795373916626
55,1.0,1.1265449684216833e-09,1.7357735487166792e-05,0.0,1.7357171600451693e-05,0.800000011920929,0.1277439296245575,1.4245105981826782,0.0,1.3606386184692383
56,1.0,1.0634855761868303e-13,1.3554263205151074e-05,0.0,1.3554263205151074e-05,0.800000011920929,0.12721344828605652,1.419433355331421,0.0,1.3558266162872314
57,1.0,8.256404449014099e-10,1.0264389857184142e-05,0.0,1.0263976946589537e-05,0.800000011920929,0.12672261893749237,1.4147595167160034,0.0,1.351398229598999
58,1.0,1.1941875754928333e-07,5.316848273650976e-06,0.0,5.257139036984881e-06,0.800000011920929,0.12626245617866516,1.4104256629943848,0.0,1.3472944498062134
59,1.0,4.981312584639852e-11,3.576306653485517e-06,0.0,3.5762816423812183e-06,0.800000011920929,0.1258256435394287,1.4062987565994263,0.0,1.343385934829712
60,1.0,3.370698997695598e-10,7.319676115002949e-06,0.0,7.319506948988419e-06,0.800000011920929,0.12541154026985168,1.4023863077163696,0.0,1.339680552482605
61,1.0,8.82337779228859e-12,5.221380433795275e-06,0.0,5.221375886321766e-06,0.800000011920929,0.12501783668994904,1.3986561298370361,0.0,1.3361471891403198
62,1.0,7.991158082476524e-12,1.9419747331994586e-05,0.0,1.941974369401578e-05,0.800000011920929,0.12463843822479248,1.3950371742248535,0.0,1.3327178955078125
63,1.0,1.3850749713828492e-10,4.661165348807117e-06,0.0,4.661096227209782e-06,0.800000011920929,0.12427820265293121,1.3915880918502808,0.0,1.329448938369751
64,1.0,2.069276694438571e-10,5.316854640113888e-06,0.0,5.316750957717886e-06,0.800000011920929,0.12393432855606079,1.388277530670166,0.0,1.326310396194458
65,1.0,3.1174265586741967e-06,1.1739222827600315e-05,0.0,1.018050988932373e-05,0.800000011920929,0.12360453605651855,1.3850775957107544,0.0,1.3232753276824951
66,1.0,5.609125537375803e-07,7.647619895578828e-06,0.0,7.36716401661397e-06,0.800000011920929,0.12328817695379257,1.3819868564605713,0.0,1.320342779159546
67,1.0,2.2657892922994805e-11,1.7357115211780183e-05,0.0,1.7357104297843762e-05,0.800000011920929,0.12297706305980682,1.3789236545562744,0.0,1.3174351453781128
68,1.0,3.0576475379406887e-11,2.03016352315899e-05,0.0,2.030162067967467e-05,0.800000011920929,0.12267245352268219,1.3759185075759888,0.0,1.3145822286605835
69,1.0,6.388282958180724e-11,8.177911513485014e-05,0.0,8.177908603101969e-05,0.800000011920929,0.12236964702606201,1.3728065490722656,0.0,1.3116217851638794
70,1.0,1.9864134209041096e-12,6.8784111135755666e-06,0.0,6.878410204080865e-06,0.800000011920929,0.12207458168268204,1.3697658777236938,0.0,1.308728575706482
71,1.0,1.3745403926179733e-08,2.8880142053822055e-05,0.0,2.887326991185546e-05,0.800000011920929,0.12178659439086914,1.3667807579040527,0.0,1.3058874607086182
72,1.0,3.374574175651901e-09,1.4354639461089391e-05,0.0,1.4352952348417602e-05,0.800000011920929,0.12151036411523819,1.3639122247695923,0.0,1.303157091140747
73,1.0,1.6631792785441052e-13,7.3075534601230174e-06,0.0,7.3075534601230174e-06,0.800000011920929,0.12123958766460419,1.3610870838165283,0.0,1.3004672527313232
74,1.0,1.717165787340491e-07,2.001834764087107e-05,0.0,1.9932489522034302e-05,0.800000011920929,0.1209656223654747,1.3582078218460083,0.0,1.297724962234497
75,1.0,7.999588769180832e-10,1.0002109775086865e-05,0.0,1.0001709597418085e-05,0.800000011920929,0.12069646269083023,1.3553543090820312,0.0,1.2950060367584229
76,1.0,3.311199838623713e-12,1.0561996532487683e-05,0.0,1.056199471349828e-05,0.800000011920929,0.12042994797229767,1.3525123596191406,0.0,1.29229736328125
77,1.0,2.551748252699326e-07,1.3824917914462276e-05,0.0,1.369732945022406e-05,0.800000011920929,0.12016777694225311,1.3497002124786377,0.0,1.289616346359253
78,1.0,4.61162670550852e-11,6.604233021789696e-06,0.0,6.604209829674801e-06,0.800000011920929,0.11991298198699951,1.3469398021697998,0.0,1.2869832515716553
79,1.0,2.1276791092872394e-12,2.3913740733405575e-05,0.0,2.391373891441617e-05,0.800000011920929,0.1196635365486145,1.3442041873931885,0.0,1.2843724489212036
80,1.0,4.880158083198083e-11,4.124978295294568e-05,0.0,4.124975748709403e-05,0.800000011920929,0.11941570043563843,1.3414299488067627,0.0,1.281722068786621
81,1.0,6.652135287055216e-09,3.483869295450859e-05,0.0,3.4835367841878906e-05,0.800000011920929,0.11916991323232651,1.3386542797088623,0.0,1.2790693044662476
82,1.0,1.7463757728819473e-07,1.5692054148530588e-05,0.0,1.5604735381202772e-05,0.800000011920929,0.11892876774072647,1.3359094858169556,0.0,1.2764451503753662
83,1.0,6.232609914280651e-13,1.758362486725673e-05,0.0,1.758362486725673e-05,0.800000011920929,0.1186925619840622,1.3332217931747437,0.0,1.2738754749298096
84,1.0,2.2167554250551724e-12,5.412123300629901e-06,0.0,5.412122391135199e-06,0.800000011920929,0.11846618354320526,1.330657720565796,0.0,1.271424651145935
85,1.0,6.861825777720876e-12,6.107564695412293e-05,0.0,6.107564695412293e-05,0.800000011920929,0.11824450641870499,1.3281440734863281,0.0,1.2690218687057495
86,1.0,7.184899897261232e-11,6.246636075957213e-06,0.0,6.2466001509164926e-06,0.800000011920929,0.1180260181427002,1.3256477117538452,0.0,1.2666347026824951
87,1.0,3.1089569807463135e-10,4.601662112690974e-06,0.0,4.601506589096971e-06,0.800000011920929,0.11780285835266113,1.323114275932312,0.0,1.2642128467559814
88,1.0,1.7898850179776105e-09,8.286012416647281e-06,0.0,8.285117473860737e-06,0.800000011920929,0.11758394539356232,1.32062566280365,0.0,1.261833667755127
89,1.0,1.9441073750847693e-10,3.111463684035698e-06,0.0,3.1113663681026082e-06,0.800000011920929,0.11736545711755753,1.3181262016296387,0.0,1.2594435214996338
90,1.0,9.535846504787893e-13,3.194815462848055e-06,0.0,3.1948152354743797e-06,0.800000011920929,0.11714667081832886,1.3156450986862183,0.0,1.2570717334747314
91,1.0,2.375383570396572e-11,7.677124813199043e-06,0.0,7.67711298976792e-06,0.800000011920929,0.11693185567855835,1.3131978511810303,0.0,1.2547318935394287
92,1.0,8.705474492318177e-13,4.04262900701724e-05,0.0,4.04262900701724e-05,0.800000011920929,0.1167205423116684,1.3107209205627441,0.0,1.2523607015609741
93,1.0,1.1405714527956256e-14,6.318108262348687e-06,0.0,6.318108262348687e-06,0.800000011920929,0.11651134490966797,1.3081674575805664,0.0,1.2499117851257324
94,1.0,1.4118490820891338e-09,7.046000973787159e-06,0.0,7.045295205898583e-06,0.800000011920929,0.11630339920520782,1.3056111335754395,0.0,1.2474594116210938
95,1.0,1.5062877702955169e-13,7.224130968097597e-06,0.0,7.224130968097597e-06,0.800000011920929,0.11609528958797455,1.3030450344085693,0.0,1.2449973821640015
96,1.0,3.5727826946940766e-11,4.041219654027373e-06,0.0,4.041201918880688e-06,0.800000011920929,0.11588585376739502,1.3004920482635498,0.0,1.242549180984497
97,1.0,1.3218975913886766e-10,1.2779443750332575e-05,0.0,1.2779377357219346e-05,0.800000011920929,0.11567661911249161,1.2979010343551636,0.0,1.2400627136230469
98,1.0,4.499002299179766e-12,5.674397471011616e-06,0.0,5.674395197274862e-06,0.800000011920929,0.11546643078327179,1.2952836751937866,0.0,1.2375504970550537
99,1.0,2.8417603825658944e-09,5.878450338059338e-06,0.0,5.877029252587818e-06,0.800000011920929,0.11525960266590118,1.2927262783050537,0.0,1.2350964546203613
